Region,Provincia,Distrito,Ubigeo,Votosemitidos,Electores,N_Partidos,P_ausentismo,Año,Utilidad
CAJAMARCA,CAJAMARCA,NAMORA,60111,5830.0,291.0,4.0,0.1767999797329664,2022,4710040.25
CAJAMARCA,CAJAMARCA,NAMORA,60111,5830.0,292.0,4.0,0.1767999797329664,2022,4710040.25
CAJAMARCA,CAJAMARCA,SAN JUAN,60112,2980.0,300.0,7.0,0.0956147430723702,2022,460669.6499999999
CAJAMARCA,CAJAMARCA,SAN JUAN,60112,2980.0,294.0,7.0,0.0956147430723702,2022,460669.6499999999
CAJAMARCA,CAJAMARCA,SAN JUAN,60112,2980.0,295.0,7.0,0.0956147430723702,2022,460669.6499999999
CAJAMARCA,CAJABAMBA,CACHACHI,60202,7445.0,300.0,5.0,0.0946238553135816,2022,23022375.1
CAJAMARCA,CAJABAMBA,CACHACHI,60202,7445.0,241.0,5.0,0.0946238553135816,2022,23022375.1
CAJAMARCA,CAJABAMBA,CONDEBAMBA,60203,5512.0,297.0,8.0,0.0729268692562661,2022,6204024.640000001
CAJAMARCA,CAJABAMBA,CONDEBAMBA,60203,5512.0,298.0,8.0,0.0729268692562661,2022,6204024.640000001
CAJAMARCA,CAJABAMBA,CONDEBAMBA,60203,5512.0,300.0,8.0,0.0729268692562661,2022,6204024.640000001
CAJAMARCA,CAJABAMBA,CONDEBAMBA,60203,5512.0,239.0,8.0,0.0729268692562661,2022,6204024.640000001
CAJAMARCA,CAJABAMBA,CONDEBAMBA,60203,5512.0,240.0,8.0,0.0729268692562661,2022,6204024.640000001
CAJAMARCA,CELENDIN,HUASMIN,60304,5765.0,292.0,9.0,0.065607461128392,2022,5223704.95
CAJAMARCA,CELENDIN,HUASMIN,60304,5765.0,293.0,9.0,0.065607461128392,2022,5223704.95
CAJAMARCA,CELENDIN,JORGE CHAVEZ,60305,586.0,264.0,3.0,0.2466329966329966,2022,-165578.01999999955
CAJAMARCA,CELENDIN,JOSE GALVEZ,60306,1702.0,278.0,8.0,0.0848622177526795,2022,-416200.21
CAJAMARCA,CELENDIN,JOSE GALVEZ,60306,1702.0,279.0,8.0,0.0848622177526795,2022,-416200.21
CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,60307,2325.0,299.0,3.0,0.2091821670166572,2022,267337.5799999996
CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,60307,2325.0,300.0,3.0,0.2091821670166572,2022,267337.5799999996
CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,60307,2325.0,200.0,3.0,0.2091821670166572,2022,267337.5799999996
CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,60307,2325.0,199.0,3.0,0.2091821670166572,2022,267337.5799999996
CAJAMARCA,CELENDIN,OXAMARCA,60308,3302.0,276.0,3.0,0.2140384511891964,2022,-1328950.0600000003
CAJAMARCA,CELENDIN,OXAMARCA,60308,3302.0,277.0,3.0,0.2140384511891964,2022,-1328950.0600000003
CAJAMARCA,CELENDIN,SOROCHUCO,60309,5378.0,300.0,6.0,0.1075191528976553,2022,972946.1899999996
CAJAMARCA,CELENDIN,SOROCHUCO,60309,5378.0,290.0,6.0,0.1075191528976553,2022,972946.1899999996
CAJAMARCA,CELENDIN,SOROCHUCO,60309,5378.0,291.0,6.0,0.1075191528976553,2022,972946.1899999996
CAJAMARCA,CELENDIN,SUCRE,60310,2815.0,268.0,7.0,0.0926366086692533,2022,729321.1899999976
CAJAMARCA,CELENDIN,SUCRE,60310,2815.0,269.0,7.0,0.0926366086692533,2022,729321.1899999976
CAJAMARCA,CELENDIN,SUCRE,60310,2815.0,296.0,7.0,0.0926366086692533,2022,729321.1899999976
CAJAMARCA,CELENDIN,SUCRE,60310,2815.0,297.0,7.0,0.0926366086692533,2022,729321.1899999976
CAJAMARCA,CELENDIN,UTCO,60311,968.0,239.0,4.0,0.1784509262903277,2022,-177089.8700000001
CAJAMARCA,CELENDIN,UTCO,60311,968.0,240.0,4.0,0.1784509262903277,2022,-177089.8700000001
CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,60312,3845.0,300.0,5.0,0.1333512033411502,2022,543404.4899999993
CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,60312,3845.0,295.0,5.0,0.1333512033411502,2022,543404.4899999993
CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,60312,3845.0,296.0,5.0,0.1333512033411502,2022,543404.4899999993
CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,60312,3845.0,233.0,5.0,0.1333512033411502,2022,543404.4899999993
CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,60312,3845.0,234.0,5.0,0.1333512033411502,2022,543404.4899999993
CAJAMARCA,HUALGAYOC,CHUGUR,60702,2163.0,285.0,4.0,0.171485721739184,2022,5543959.67
CAJAMARCA,HUALGAYOC,CHUGUR,60702,2163.0,286.0,4.0,0.171485721739184,2022,5543959.67
CAJAMARCA,HUALGAYOC,CHUGUR,60702,2163.0,288.0,4.0,0.171485721739184,2022,5543959.67
CAJAMARCA,HUALGAYOC,CHUGUR,60702,2163.0,289.0,4.0,0.171485721739184,2022,5543959.67
CAJAMARCA,HUALGAYOC,HUALGAYOC,60703,8504.0,300.0,6.0,0.1120592019211681,2022,17204161.289999995
CAJAMARCA,HUALGAYOC,HUALGAYOC,60703,8504.0,297.0,6.0,0.1120592019211681,2022,17204161.289999995
CAJAMARCA,HUALGAYOC,HUALGAYOC,60703,8504.0,298.0,6.0,0.1120592019211681,2022,17204161.289999995
CAJAMARCA,HUALGAYOC,HUALGAYOC,60703,8504.0,255.0,6.0,0.1120592019211681,2022,17204161.289999995
CAJAMARCA,JAEN,BELLAVISTA,60802,8194.0,275.0,7.0,0.0932845282680393,2022,3053585.2200000007
CAJAMARCA,JAEN,BELLAVISTA,60802,8194.0,276.0,7.0,0.0932845282680393,2022,3053585.2200000007
CAJAMARCA,JAEN,BELLAVISTA,60802,8194.0,300.0,7.0,0.0932845282680393,2022,3053585.2200000007
CAJAMARCA,JAEN,BELLAVISTA,60802,8194.0,280.0,7.0,0.0932845282680393,2022,3053585.2200000007
CAJAMARCA,JAEN,BELLAVISTA,60802,8194.0,281.0,7.0,0.0932845282680393,2022,3053585.2200000007
CAJAMARCA,JAEN,BELLAVISTA,60802,8194.0,298.0,7.0,0.0932845282680393,2022,3053585.2200000007
CAJAMARCA,JAEN,BELLAVISTA,60802,8194.0,299.0,7.0,0.0932845282680393,2022,3053585.2200000007
UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,250106,3310.0,300.0,10.0,0.0595838790646264,2022,592872.4900000002
UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,250106,3310.0,282.0,10.0,0.0595838790646264,2022,592872.4900000002
UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,250106,3310.0,283.0,10.0,0.0595838790646264,2022,592872.4900000002
UCAYALI,CORONEL PORTILLO,MANANTAY,250107,35022.0,300.0,9.0,0.0632197183084188,2022,619860.1499999911
UCAYALI,CORONEL PORTILLO,MANANTAY,250107,35022.0,290.0,9.0,0.0632197183084188,2022,619860.1499999911
UCAYALI,CORONEL PORTILLO,MANANTAY,250107,35022.0,291.0,9.0,0.0632197183084188,2022,619860.1499999911
AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,10106,971.0,197.0,5.0,0.1194098548211307,2022,-2842610.909999999
AMAZONAS,CHACHAPOYAS,LA JALCA,10109,2880.0,177.0,4.0,0.1787577923824897,2022,-223219.80000000028
AMAZONAS,CHACHAPOYAS,LA JALCA,10109,2880.0,222.0,4.0,0.1787577923824897,2022,-223219.80000000028
AMAZONAS,BAGUA,ARAMANGO,10202,5404.0,297.0,6.0,0.1006235399008775,2022,265680.6400000006
AMAZONAS,BAGUA,ARAMANGO,10202,5404.0,298.0,6.0,0.1006235399008775,2022,265680.6400000006
AMAZONAS,BAGUA,ARAMANGO,10202,5404.0,218.0,6.0,0.1006235399008775,2022,265680.6400000006
AMAZONAS,BAGUA,ARAMANGO,10202,5404.0,219.0,6.0,0.1006235399008775,2022,265680.6400000006
AMAZONAS,BAGUA,ARAMANGO,10202,5404.0,244.0,6.0,0.1006235399008775,2022,265680.6400000006
AMAZONAS,BAGUA,ARAMANGO,10202,5404.0,292.0,6.0,0.1006235399008775,2022,265680.6400000006
AMAZONAS,UTCUBAMBA,CAJARURO,10702,11826.0,295.0,8.0,0.0703637599884358,2022,4708439.200000001
AMAZONAS,UTCUBAMBA,CAJARURO,10702,11826.0,296.0,8.0,0.0703637599884358,2022,4708439.200000001
AMAZONAS,UTCUBAMBA,CAJARURO,10702,11826.0,263.0,8.0,0.0703637599884358,2022,4708439.200000001
AMAZONAS,UTCUBAMBA,CAJARURO,10702,11826.0,264.0,8.0,0.0703637599884358,2022,4708439.200000001
AMAZONAS,UTCUBAMBA,CAJARURO,10702,11826.0,229.0,8.0,0.0703637599884358,2022,4708439.200000001
AMAZONAS,UTCUBAMBA,CAJARURO,10702,11826.0,230.0,8.0,0.0703637599884358,2022,4708439.200000001
AMAZONAS,UTCUBAMBA,CAJARURO,10702,11826.0,270.0,8.0,0.0703637599884358,2022,4708439.200000001
AMAZONAS,UTCUBAMBA,CAJARURO,10702,11826.0,271.0,8.0,0.0703637599884358,2022,4708439.200000001
AMAZONAS,UTCUBAMBA,CUMBA,10703,4718.0,206.0,6.0,0.1141415266287517,2022,-560661.0899999999
AMAZONAS,UTCUBAMBA,CUMBA,10703,4718.0,207.0,6.0,0.1141415266287517,2022,-560661.0899999999
AMAZONAS,UTCUBAMBA,CUMBA,10703,4718.0,255.0,6.0,0.1141415266287517,2022,-560661.0899999999
AMAZONAS,UTCUBAMBA,CUMBA,10703,4718.0,256.0,6.0,0.1141415266287517,2022,-560661.0899999999
AMAZONAS,UTCUBAMBA,EL MILAGRO,10704,3156.0,290.0,7.0,0.096880289979413,2022,176441.05999999866
AMAZONAS,UTCUBAMBA,JAMALCA,10705,3969.0,246.0,5.0,0.1412210399787332,2022,7480944.789999999
AMAZONAS,UTCUBAMBA,JAMALCA,10705,3969.0,247.0,5.0,0.1412210399787332,2022,7480944.789999999
AMAZONAS,UTCUBAMBA,LONYA GRANDE,10706,4818.0,243.0,3.0,0.2171959373164299,2022,3050243.83
AMAZONAS,UTCUBAMBA,LONYA GRANDE,10706,4818.0,244.0,3.0,0.2171959373164299,2022,3050243.83
ANCASH,HUARAZ,JANGAS,20106,3055.0,246.0,3.0,0.2401006964607626,2022,4411022.140000001
ANCASH,HUARAZ,JANGAS,20106,3055.0,247.0,3.0,0.2401006964607626,2022,4411022.140000001
ANCASH,HUARAZ,PAMPAS GRANDE,20109,680.0,132.0,5.0,0.1179616923956546,2022,211463.14000000156
ANCASH,HUARAZ,PARIACOTO,20110,2872.0,254.0,7.0,0.0987548508056009,2022,1640998.3200000003
ANCASH,HUARAZ,PIRA,20111,2666.0,257.0,6.0,0.1192591178846531,2022,807460.6500000004
ANCASH,HUARAZ,PIRA,20111,2666.0,294.0,6.0,0.1192591178846531,2022,807460.6500000004
ANCASH,HUARAZ,PIRA,20111,2666.0,251.0,6.0,0.1192591178846531,2022,807460.6500000004
ANCASH,HUARAZ,TARICA,20112,3428.0,185.0,6.0,0.1107611692225178,2022,5197962.570000002
ANCASH,HUARAZ,TARICA,20112,3428.0,186.0,6.0,0.1107611692225178,2022,5197962.570000002
ANCASH,HUARAZ,TARICA,20112,3428.0,238.0,6.0,0.1107611692225178,2022,5197962.570000002
APURIMAC,ABANCAY,LAMBRAMA,30106,2509.0,257.0,6.0,0.1078530703300538,2022,2590454.41
APURIMAC,ABANCAY,PICHIRHUA,30107,2299.0,208.0,6.0,0.1017914402208502,2022,74714.84999999963
APURIMAC,ABANCAY,PICHIRHUA,30107,2299.0,209.0,6.0,0.1017914402208502,2022,74714.84999999963
APURIMAC,ABANCAY,PICHIRHUA,30107,2299.0,298.0,6.0,0.1017914402208502,2022,74714.84999999963
APURIMAC,ABANCAY,PICHIRHUA,30107,2299.0,189.0,6.0,0.1017914402208502,2022,74714.84999999963
APURIMAC,ABANCAY,PICHIRHUA,30107,2299.0,190.0,6.0,0.1017914402208502,2022,74714.84999999963
APURIMAC,ABANCAY,PICHIRHUA,30107,2299.0,240.0,6.0,0.1017914402208502,2022,74714.84999999963
APURIMAC,COTABAMBAS,HAQUIRA,30504,4692.0,219.0,5.0,0.1196812933713039,2022,7857391.300000001
APURIMAC,COTABAMBAS,HAQUIRA,30504,4692.0,220.0,5.0,0.1196812933713039,2022,7857391.300000001
APURIMAC,COTABAMBAS,HAQUIRA,30504,4692.0,269.0,5.0,0.1196812933713039,2022,7857391.300000001
APURIMAC,COTABAMBAS,HAQUIRA,30504,4692.0,241.0,5.0,0.1196812933713039,2022,7857391.300000001
APURIMAC,COTABAMBAS,HAQUIRA,30504,4692.0,270.0,5.0,0.1196812933713039,2022,7857391.300000001
APURIMAC,COTABAMBAS,HAQUIRA,30504,4692.0,271.0,5.0,0.1196812933713039,2022,7857391.300000001
APURIMAC,COTABAMBAS,MARA,30505,3088.0,215.0,6.0,0.1164790514992075,2022,5238850.25
APURIMAC,COTABAMBAS,MARA,30505,3088.0,238.0,6.0,0.1164790514992075,2022,5238850.25
APURIMAC,COTABAMBAS,CHALLHUAHUACHO,30506,5624.0,227.0,3.0,0.2088639342120939,2022,34027865.49000001
APURIMAC,COTABAMBAS,CHALLHUAHUACHO,30506,5624.0,228.0,3.0,0.2088639342120939,2022,34027865.49000001
AREQUIPA,CONDESUYOS,CAYARANI,40603,1436.0,157.0,4.0,0.1439072280449099,2022,4052523.0500000007
AREQUIPA,CONDESUYOS,CAYARANI,40603,1436.0,158.0,4.0,0.1439072280449099,2022,4052523.0500000007
AREQUIPA,LA UNION,HUAYNACOTAS,40804,1036.0,197.0,5.0,0.1146435611660675,2022,8302444.21
AREQUIPA,LA UNION,PAMPAMARCA,40805,778.0,162.0,6.0,0.1013690245963646,2022,1801088.8900000006
AREQUIPA,LA UNION,PAMPAMARCA,40805,778.0,163.0,6.0,0.1013690245963646,2022,1801088.8900000006
AREQUIPA,LA UNION,PUYCA,40806,743.0,200.0,4.0,0.0879550821985032,2022,4953830.5200000005
AYACUCHO,HUAMANGA,SOCOS,50112,4910.0,216.0,4.0,0.184726771785524,2022,-894864.3599999994
CAJAMARCA,CAJAMARCA,ASUNCION,60102,4437.0,228.0,3.0,0.2006889036726281,2022,5069239.940000001
CAJAMARCA,CAJAMARCA,ASUNCION,60102,4437.0,229.0,3.0,0.2006889036726281,2022,5069239.940000001
CAJAMARCA,CAJAMARCA,ASUNCION,60102,4437.0,240.0,3.0,0.2006889036726281,2022,5069239.940000001
CAJAMARCA,CAJAMARCA,ASUNCION,60102,4437.0,241.0,3.0,0.2006889036726281,2022,5069239.940000001
CAJAMARCA,CAJAMARCA,ENCAÑADA,60105,17187.0,245.0,7.0,0.1020375859593482,2022,13363797.170000002
CAJAMARCA,CAJAMARCA,ENCAÑADA,60105,17187.0,268.0,7.0,0.1020375859593482,2022,13363797.170000002
CAJAMARCA,CAJAMARCA,ENCAÑADA,60105,17187.0,269.0,7.0,0.1020375859593482,2022,13363797.170000002
CAJAMARCA,CAJAMARCA,ENCAÑADA,60105,17187.0,289.0,7.0,0.1020375859593482,2022,13363797.170000002
CAJAMARCA,CAJAMARCA,ENCAÑADA,60105,17187.0,290.0,7.0,0.1020375859593482,2022,13363797.170000002
CAJAMARCA,CAJAMARCA,ENCAÑADA,60105,17187.0,165.0,7.0,0.1020375859593482,2022,13363797.170000002
CAJAMARCA,CAJAMARCA,ENCAÑADA,60105,17187.0,164.0,7.0,0.1020375859593482,2022,13363797.170000002
CAJAMARCA,CAJAMARCA,ENCAÑADA,60105,17187.0,260.0,7.0,0.1020375859593482,2022,13363797.170000002
CAJAMARCA,CAJAMARCA,ENCAÑADA,60105,17187.0,261.0,7.0,0.1020375859593482,2022,13363797.170000002
CAJAMARCA,CAJAMARCA,ENCAÑADA,60105,17187.0,196.0,7.0,0.1020375859593482,2022,13363797.170000002
CAJAMARCA,CAJAMARCA,ENCAÑADA,60105,17187.0,257.0,7.0,0.1020375859593482,2022,13363797.170000002
CAJAMARCA,CAJAMARCA,JESUS,60106,7935.0,228.0,8.0,0.0815041229792711,2022,4713850.369999997
CAJAMARCA,CAJAMARCA,JESUS,60106,7935.0,229.0,8.0,0.0815041229792711,2022,4713850.369999997
CAJAMARCA,CAJAMARCA,MAGDALENA,60109,5366.0,237.0,3.0,0.2202286979931031,2022,2628584.1099999994
CAJAMARCA,CAJAMARCA,MAGDALENA,60109,5366.0,238.0,3.0,0.2202286979931031,2022,2628584.1099999994
CAJAMARCA,CAJAMARCA,MAGDALENA,60109,5366.0,232.0,3.0,0.2202286979931031,2022,2628584.1099999994
CAJAMARCA,CAJAMARCA,MAGDALENA,60109,5366.0,233.0,3.0,0.2202286979931031,2022,2628584.1099999994
CAJAMARCA,CAJAMARCA,NAMORA,60111,5830.0,267.0,4.0,0.1767999797329664,2022,4710040.25
CAJAMARCA,CAJAMARCA,NAMORA,60111,5830.0,268.0,4.0,0.1767999797329664,2022,4710040.25
CAJAMARCA,CAJAMARCA,NAMORA,60111,5830.0,248.0,4.0,0.1767999797329664,2022,4710040.25
CAJAMARCA,CAJAMARCA,NAMORA,60111,5830.0,247.0,4.0,0.1767999797329664,2022,4710040.25
CAJAMARCA,CAJABAMBA,CACHACHI,60202,7445.0,284.0,5.0,0.0946238553135816,2022,23022375.1
CAJAMARCA,CAJABAMBA,CACHACHI,60202,7445.0,285.0,5.0,0.0946238553135816,2022,23022375.1
CAJAMARCA,CAJABAMBA,CACHACHI,60202,7445.0,282.0,5.0,0.0946238553135816,2022,23022375.1
CAJAMARCA,CAJABAMBA,CACHACHI,60202,7445.0,283.0,5.0,0.0946238553135816,2022,23022375.1
CAJAMARCA,CAJABAMBA,CACHACHI,60202,7445.0,204.0,5.0,0.0946238553135816,2022,23022375.1
CAJAMARCA,CAJABAMBA,CACHACHI,60202,7445.0,205.0,5.0,0.0946238553135816,2022,23022375.1
CAJAMARCA,CAJABAMBA,CACHACHI,60202,7445.0,247.0,5.0,0.0946238553135816,2022,23022375.1
CAJAMARCA,CAJABAMBA,CACHACHI,60202,7445.0,248.0,5.0,0.0946238553135816,2022,23022375.1
CAJAMARCA,CAJABAMBA,CACHACHI,60202,7445.0,265.0,5.0,0.0946238553135816,2022,23022375.1
CAJAMARCA,CAJABAMBA,CACHACHI,60202,7445.0,266.0,5.0,0.0946238553135816,2022,23022375.1
CAJAMARCA,CAJABAMBA,CACHACHI,60202,7445.0,291.0,5.0,0.0946238553135816,2022,23022375.1
CAJAMARCA,CAJABAMBA,CACHACHI,60202,7445.0,292.0,5.0,0.0946238553135816,2022,23022375.1
CAJAMARCA,CAJABAMBA,CONDEBAMBA,60203,5512.0,254.0,8.0,0.0729268692562661,2022,6204024.640000001
CAJAMARCA,CELENDIN,HUASMIN,60304,5765.0,281.0,9.0,0.065607461128392,2022,5223704.95
CAJAMARCA,CELENDIN,HUASMIN,60304,5765.0,250.0,9.0,0.065607461128392,2022,5223704.95
CAJAMARCA,CELENDIN,HUASMIN,60304,5765.0,251.0,9.0,0.065607461128392,2022,5223704.95
CAJAMARCA,CELENDIN,HUASMIN,60304,5765.0,241.0,9.0,0.065607461128392,2022,5223704.95
CAJAMARCA,CELENDIN,HUASMIN,60304,5765.0,159.0,9.0,0.065607461128392,2022,5223704.95
CAJAMARCA,CELENDIN,HUASMIN,60304,5765.0,273.0,9.0,0.065607461128392,2022,5223704.95
CAJAMARCA,CELENDIN,HUASMIN,60304,5765.0,277.0,9.0,0.065607461128392,2022,5223704.95
CAJAMARCA,CELENDIN,HUASMIN,60304,5765.0,221.0,9.0,0.065607461128392,2022,5223704.95
CAJAMARCA,CELENDIN,HUASMIN,60304,5765.0,222.0,9.0,0.065607461128392,2022,5223704.95
CAJAMARCA,CELENDIN,OXAMARCA,60308,3302.0,261.0,3.0,0.2140384511891964,2022,-1328950.0600000003
CAJAMARCA,CELENDIN,OXAMARCA,60308,3302.0,262.0,3.0,0.2140384511891964,2022,-1328950.0600000003
CAJAMARCA,CELENDIN,SOROCHUCO,60309,5378.0,238.0,6.0,0.1075191528976553,2022,972946.1899999996
CAJAMARCA,CELENDIN,SOROCHUCO,60309,5378.0,196.0,6.0,0.1075191528976553,2022,972946.1899999996
CAJAMARCA,CELENDIN,SOROCHUCO,60309,5378.0,222.0,6.0,0.1075191528976553,2022,972946.1899999996
CAJAMARCA,CELENDIN,SOROCHUCO,60309,5378.0,223.0,6.0,0.1075191528976553,2022,972946.1899999996
CAJAMARCA,CELENDIN,SOROCHUCO,60309,5378.0,266.0,6.0,0.1075191528976553,2022,972946.1899999996
CAJAMARCA,CELENDIN,SOROCHUCO,60309,5378.0,191.0,6.0,0.1075191528976553,2022,972946.1899999996
CAJAMARCA,CELENDIN,SUCRE,60310,2815.0,253.0,7.0,0.0926366086692533,2022,729321.1899999976
CAJAMARCA,CELENDIN,SUCRE,60310,2815.0,254.0,7.0,0.0926366086692533,2022,729321.1899999976
CAJAMARCA,CELENDIN,SUCRE,60310,2815.0,271.0,7.0,0.0926366086692533,2022,729321.1899999976
CAJAMARCA,CELENDIN,UTCO,60311,968.0,202.0,4.0,0.1784509262903277,2022,-177089.8700000001
CAJAMARCA,HUALGAYOC,HUALGAYOC,60703,8504.0,267.0,6.0,0.1120592019211681,2022,17204161.289999995
CAJAMARCA,HUALGAYOC,HUALGAYOC,60703,8504.0,268.0,6.0,0.1120592019211681,2022,17204161.289999995
CAJAMARCA,JAEN,BELLAVISTA,60802,8194.0,284.0,7.0,0.0932845282680393,2022,3053585.2200000007
CAJAMARCA,JAEN,BELLAVISTA,60802,8194.0,285.0,7.0,0.0932845282680393,2022,3053585.2200000007
CAJAMARCA,JAEN,BELLAVISTA,60802,8194.0,264.0,7.0,0.0932845282680393,2022,3053585.2200000007
CAJAMARCA,JAEN,BELLAVISTA,60802,8194.0,265.0,7.0,0.0932845282680393,2022,3053585.2200000007
CAJAMARCA,JAEN,BELLAVISTA,60802,8194.0,279.0,7.0,0.0932845282680393,2022,3053585.2200000007
